siteID,sitename,siteNumInCensus,year,established,ts_length,cov_hours,cov_visits,cov_times,cov_notes,area,richness,territories,terr_notes,weather
220,RED OAK-WHITE PINE SAVANNAH,731994.0,1994.0,1991.0,2,38.9,11,," (9 sunrise, 2 sunset); 3, 4, 5, 9, 10, 12, 13, 15, 16, 22, 26 Jun.",11.0,18.0,81.5,296/ 40 ha,"Mean start temp., 137°C (range 5-21°C). Mainly clear and mild with variable winds. There was light rain during the 13 June visit."
221,HARDWOOD FOREST WITH SCATTERED PINE,741994.0,1994.0,1991.0,4,15.7,8,," (7 sunrise); 20, 24, 31 May; 4, 10, 15, 22, 29,]un. Maximum number of observers/visit, 3.",19.2,27.0,100.0,208/40 ha,"Mean start temp., 126°C (range 5-18°C)."
317,MIXED HARDWOOD-HEMLOCK-WHITE PINE FOREST,751994.0,1994.0,1994.0,1,17.5,8,," (8 sunrise); 19, 24, 27, 31 May; 9, 16, 23, 30 Jun.",27.0,26.0,131.0,194/40 ha,"Mean start temp., 11.0°C (range 2-20°C)."
289,OLD-GROWTH BEECH-HEMLOCK FOREST I,761994.0,1994.0,1993.0,2,19.6,8,," (6 sunrise, 2 sunset); 22 Apr; 13, 14, 23, 30 May; 4, 9, lBJun. Maximum number of observers/visit, 5.",12.0,27.0,172.0,573/40 ha,"Mean smart temp, 85°C (range 2-20°C). See BBC #56 for additional summary data."
318,OLD-GROWTH BEECH-HEMLOCK FOREST II,771994.0,1994.0,1993.0,2,19.6,8,," (6 sunrise, 2 sunset); 22 Apr; 13, 14, 23, 30 May; 4, 9, lBJun. Maximum number of observers/visit, 5.",12.0,27.0,172.0,573/40 ha,"Mean smart temp, 85°C (range 2-20°C). See BBC #56 for additional summary data."
319,OLD-GROWTH BEECH-HEMLOCK FOREST III,781994.0,1994.0,1994.0,1,20.1,8,," (2 sunrise, 1 sunset); 13, 14, 28 May; 3, 18, 26, 30 Jun; ljul.",12.0,26.0,111.5,372/40 ha,"Mean start' temp, 13.1°C (range 2-23°C). See BBC #56 for May andJune summary. Temperature and precipitation departures, respectively, from the 30-yr means forjuly, daily high 706°C, daily low +0.6°C, 70.2 cm. Source: DuBoisJefferson Co. Regional Airport."
320,OLD-GROWTH BEECH-HEMLOCK FOREST IV,791994.0,1994.0,1994.0,1,19.8,8,," (5 sunrise); 14, 20, 28 May; 3, 18, 26, 30 Jun; lJul.",12.0,25.0,130.0,433/40 ha,"Mean start temp, 110°C (range 1-22°C). See BBC #56 for May and June summary. Temperature and precipitation departures, respectively, from the 30-yr means for July, daily high -0.6°C, daily 10w +0.6°C, -0.2 cm. Source: DuBoisJefferson Co. Regional Airport."
321,OLD-GROWTH BEECH-HEMLOCK FOREST V,801994.0,1994.0,1994.0,1,17.3,8,," (6 sunrise, 2 sunset); 20 May; 10, 16, 17, 25, 28, 29 jun; 2jul. Maximum number of observers/visit, 3.",12.0,24.0,104.0,347/40 ha,"Mean start temp., 179°C (range 13-29°C). See BBC #56 for May andJune summary. Temperature and precipitation departures, respectively, from the 30-yr means forJuly, daily high -0.6°C, daily low +0.6°C, -0.2 cm. Source: DuBoisJefferson Co. Regional Airport."
322,OLD-GROWTH HEMLOCK-BEECH-WHITE PINE FOREST,811994.0,1994.0,1994.0,1,16.7,8,," (2 sunrise, 2 sunset); 3, 4, 10, 16, 17, 25, 28, 30 Jun.",10.0,27.0,88.0,352/ 40 ha,"Mean start temp., 169°C (range 7-22°C). See BBC #56 for summary."
291,OLD-GROWTH HEMLOCK-MIXED HARDWOOD FOREST I,821994.0,1994.0,1993.0,2,19.2,8,," (4 sunrise, 1 sunset); 27 Apr; 21, 24, 27 May; 6, 7, 10, 12, 17 Jun. Maximum number of observers/Visit, 4.",15.0,28.0,155.0,413/40 ha,"Mean start temp., 134°C (range 3-26°C). See BBC #56 for additional summary data."
323,OLD-GROWTH HEB,831994.0,1994.0,1993.0,2,18.0,8,," (4 sunrise); 18, 27 May; 7, 8, 9, 10, 22, 29Jun. Maximum number of observers/ visit, 5.",15.0,19.0,170.0,453/ 40 ha,"Mean start temp., 124°C (range 4-21°C). See BBC #56 for additional summary data."
293,REMNANT OLD-GROWTH HEMLOCK-MIXED HARDWOOD,841994.0,1994.0,1993.0,2,18.7,8,," (5 sunrise, 1 sunset); 18, 27 May; 6, 7, 9, 10, 28 Jun; 5Jul. Maximum number of observers/visit, 5.",15.0,24.0,151.0,403/40 ha,"Mean start temp., 124°C (range 2-22°C). See BBC #56 for additional summary data."
222,MATURE UPLAND OAK-BEECH-WHITE PINE FOREST,851994.0,1994.0,1991.0,4,25.9,11,," (9 sunrise); 24, 30 Apr; 19, 23, 25, 27 May; 17, 21 Jun; 11, 13, 14Jul.",10.2,24.0,90.0,353/40 ha,"Mean start temp, 11.8°C (range 1-220C). Light precipitation fell during one visit. See BBC #57 for April, May, and june weather. July mean temperature (239°C) was above normal (214°C). July precipitation (4.7 cm) was below normal (8.3 cm). Source: University of Rhode Island weather station, Kingston, RI."
324,SELECTIVELY-CUT UPLAND OAK-WHITE PINE FOREST,861994.0,1994.0,1994.0,1,19.9,10,," (8 sunrise, 2 sunset); 15, 28 May; 1, 14, 17, 22 jun; 3, 7, 9, 14 Jul.",10.3,29.0,91.5,355/40 ha,"Mean start temp, 193°C (range 4-30°C). See BBC #37 and BBC #57 for summary."
295,MATURE DECIDUOUS-CONIFEROUS FOREST WITH STREAM,871994.0,1994.0,1991.0,4,17.7,12,," (12 sunrise); 20, 28 Apr; 21, 24, 29, 30, 31 May; 1, 2, 5, 7Jun; 12Jul.",10.2,42.0,58.0,227/40 ha,"Mean start temp., 158°C (range 8-21°C). Temperatures for April-July were somewhat above average except for the last half Of May, which was cooler than average. Rainfall was slightly below average for the study period."
225,SLOPED MIXED DECIDUOUS-CONIFEROUS FOREST,881994.0,1994.0,1991.0,3,15.0,6,," (6 sunrise); 11, 30 May; 8Jun; 3, 6, 21 Jul.",12.3,30.0,63.5,207/40 ha,"Mean start temp., 110°C (range 1-19°C). Temperature and precipitation departures, respectively, from the 30-er norms: May, -1.5°C, +1.15 cm; june, +1.0°C, +0.69 cm; july, +0.7°C, +1.58 cm. Source: Central Vermont Public Service C0., Cavendish, VT."
80,SUBURBAN CEMETERY,891994.0,1994.0,1978.0,15,52.0,,,,15.0,20.0,94.0,251/40 ha,"Mean start temp, 155°C (range 4-24°C). The weather averaged a bit warmer and quite a bit wetter than normal. As of 31 July, 108 cm of rain was recorded, normal for Birmingham is 89 cm. Recent years have had summer drought."
227,TRANSITION FOREST AND THICKET,901994.0,1994.0,1953.0,23,7.8,10,," (10 sunrise); 13, 20, 27 May; 3, 7, 10, 17, 28 Jun; 2, 7jul.",6.5,26.0,29.5,182/ 40 ha,"Mean start temp, 146°C (range 4-24°C). The weather was drier than normal. There was very little rainfall during the census period."
120,BULRUSH AND CATTAIL MARSH IN CONIFER FOREST,911994.0,1994.0,1975.0,20,33.0,7,," (6 sunrise, 1 sunset); 22 Apr; 17 May; 5, 8, 11, 17Jun; 2Jul. Maximum number of observers/Visit, 3.",40.5,63.0,275.5,272/40 ha,"Mean start temp., 183°C (range 9-26°C). Moderate spring with normal temperatures followed by a hot, very dry summer."
47,DECIDUOUS FOREST WITH POND AND BROOK,921994.0,1994.0,1964.0,31,10.0,9,," (9 sunrise); 24, 26, 31 May; 2, 7, 9, 14, 16, 21 Jun. Maximum number of observers/visit, 5.",16.2,20.0,36.0,89/40 ha,"Mean start temp, 140°C (range 9-19°C)."
325,SECOND-GROWTH BROADLEAF-CONIFEROUS FOREST WITH,931994.0,1994.0,1994.0,1,18.6,12,," (6 sunrise); 3, 7, 22, 27 May; 7, 11, 15, 16, 23 Jun; 1, 4, 28 Jul.",11.0,32.0,65.0,236/40 ha,"Mean start temp., 132°C (range 1-21°C). Conditions were favorable during all visits."
169,SUBURBAN BIRD SANCTUARY,941994.0,1994.0,1983.0,12,13.3,8,," (7 sunrise, 1 sunset); 30 May; 9, 24 Jun; 1, l2, 19Jul; 4, 6 Aug.",10.8,25.0,95.5,354/ 40 ha,"Mean start temp, 21.5°C (range 18-24°C)."
326,URBAN COASTAL PARK,951994.0,1994.0,1993.0,2,11.0,7,,"; 7, l5, 17, 18 May; 5, 6, 23 Jun.",10.0,32.0,91.0,364/ 40 ha,"Mean start temp, 196°C (range 13-29°C). There was light rain during the 17 May visit and rain at the end of the 6June visit. June was hotter and drier than usual. The average temperature in Central Park for june was 17°C above normal. Precipitation forjune was 1.2 cm below normal. Source: Northeast Regional Climate Center, Cornell University."
327,URBAN COASTAL WILDLIFE REFUGE,961994.0,1994.0,1993.0,2,12.0,7,,"; 7, 15, 17, 18 May; 5, 6, 23 Jun.",11.0,38.0,114.5,416/40 ha,"Mean start temp, 187°C (range 14-28°C). There was light rain during the 17 May visit and the 6 june visit was cancelled due to rain after 15 minutes. See BBC #95 for summary."
229,DISTURBED OAK-HICKORY,971994.0,1994.0,1937.0,50,49.0,8,," (1 sunrise); 18, 24, 26, 30 May; 4, 6, 18, 19 Jun.",14.2,26.0,46.0,130/40 ha,"Mean start temp, 216°C (range lO-44°C). The spring was hot and dry. By mid-April, botanists reported ""the woods are about a week to ten days behind schedule"" (Columbus Dispatch). In May, the total rainfall was 4.29 cm below normal. As of 8 _|une, precipitation at Port Columbus was 7.90 cm below normal for the year. During June there were eight consecutive days with temperatures above 32°C, and record highs were set or tied on 14, 17, 19, and 20 June. Daily temperatures in Columbus duringJune averaged about 36°C above normal. Source: Columbus Dispatch."
170,FIELD,981994.0,1994.0,1994.0,1,12.5,8,," (3 sunset); 23, 30 Apr; 7, 28 May; 4, 10, 26jun; 1 Jul.",5.8,21.0,111.0,766/40 ha,"Mean start temp., 18.4°C (range 9-26°C). Temperatures varied little from the monthly norms and equalled the 30-yr norm overall. Rainfall was 7.3 cm above the norm from April to July and was particularly heavy in April and May. Source: Environment Canada."
139,NORTHERN OAK WOODLAND,11995.0,1995.0,1990.0,6,8.3,8,," (5 sunrise); 31 Mar; 8, 14, 22, 30 Apr; 6, 12, 26 May.",16.0,24.0,33.0,83/ 40 ha,"Mean start temp., 8.1°C (range 411°C). There was a significant increase in rainfall this season (approximately 150% of normal at the study site) after several years of drought conditions."
233,WILLOW RIPARIAN WOODLAND AND EDGE,21995.0,1995.0,1992.0,4,42.4,17,," (17 sunrise); 4, 15, 19, 28 Mar; 8, 9, 20, 28, 29 Apr; 2, 6, 16, 19, 21, 23 May; 4, 25 Jun. Maximum number of observers/visit, 5.",8.1,22.0,58.0,286/40 ha,"Mean start temp., 10.6°C (range 3-17°C). California experienced a very wet season (the fourth wettest on record). Rainfall was 155% above normal, with a total rainfall of 67.9 cm."
90,MIXED HARDWOOD POLETIMBER,31995.0,1995.0,1965.0,29,11.0,6,," (1 sunrise, 1 sunset); 31 May; 2, 7, 13, 15Jun; 29Jul.",3.5,36.0,95.0,447/40 ha,"Mean start temp., 212°C (range 1631°C). The average minimum and maximum temperatures recorded at our weather station in June (12°C, 26°C) were a little above our 11-yr averages. This was the driest june in the last 12 years with only 1.2 cm precipitation."
3,SECOND-GROWTH HARDWOOD FOREST,41995.0,1995.0,1965.0,29,10.5,6,," (1 sunset); 31 May; 1, 12, 14, 16 Jun; 29 Jul.",10.1,40.0,93.0,368/40 ha,"Mean start temp., 223°C (range 18-30°C). The average minimum and maximum temperatures recorded at our weather station in June (12°C, 26°C) were a little above our ll-yr averages. This was the driest june in the last 12 years with only 1.2 cm precipitation."
161,CENTRAL HARDWOOD FOREST WITH SCATTERED PINE,51995.0,1995.0,1948.0,47,53.5,28,," (27 sunrise); 29 Mar; 1, 2, 9, 15, 17, 19, 23, 24, 26, 30 Apr; 1, 4, 7, 8, 12, 16, 22, 30 May; 6, 9, 16, 21, 27 Jun; 1, 2, 6, 8jul.",26.3,23.0,88.0,134/40 ha,"Mean start temp., 14.0°C (range 424°C). Rain during three visits."
85,MIXED UPLAND BROADLEAF FOREST,61995.0,1995.0,1959.0,37,113.0,36,,"; 22, 25, 26, 31 Mar; 2, 3, 7, 8, 9, 12, 16, 17,20, 21, 23, 24, 25, 27(2), 29 Apr; 4, 6, 8(2), 12, 13, 16,27, 31 May; 1,5,8, 15(2), 17, 19 Jun.",14.2,43.0,262.0,738/40 ha,"Mean start temp., 12.0°C (range 5-21°C). Mean temperatures: April, 135°C; May, 188°C; June, 237°C. Total precipitation: April, 4.8 cm; May, 10.6 cm;]une, 6.2 cm. Source: NOAA data from National Airport."
270,MESIC HAMMOCK WITH NEEDLE PALM UNDERSTORY,71995.0,1995.0,1993.0,3,22.3,13,," (10 sunrise, 3 sunset); 11, 22 Mar; 3, 19, 27 Apr; 2, 8, 11, 19, 25, 26 May; 9, 20 Jun.",10.5,15.0,34.5,131/40 ha,"Mean start temp., 207°C (range 7-31°C). From March-June there was a total of 51.8 cm of rain (15-yr average is 55.4 cm). Source: IFAS Experiment Station, Quincy."
328,WHITE ALDER-BLACK LOCUST,81995.0,1995.0,1991.0,5,19.0,10,," (6 sunrise, 4 sunset); 13, 14, 26, 27, 28, 29 May; 3, 4, 9, 16Jun.",5.3,20.0,30.0,226/ 40 ha,"Mean start temp., 79°C (range 3-14°C). This was a wetter year than last year; moisture was above average. There were several drought years before this year. The river was running higher and remained high for a much longer time than in previous years. Runoff from China Creek also remained higher for longer."
329,RIPARIAN DECIDUOUS WOODLAND,91995.0,1995.0,1991.0,5,19.0,10,," (6 sunrise, 4 sunset); 13, 14, 26, 27, 28, 29 May; 3, 4, 9, 16Jun.",5.3,20.0,30.0,226/ 40 ha,"Mean start temp., 79°C (range 3-14°C). This was a wetter year than last year; moisture was above average. There were several drought years before this year. The river was running higher and remained high for a much longer time than in previous years. Runoff from China Creek also remained higher for longer."
330,BOTTOMLAND HARDWOOD FOREST I,101995.0,1995.0,1995.0,1,18.0,9,," (6 sunrise); 19, 25 Apr; 2, 24 May; 5, 21, 23, 24Jun; 13Jul.",13.5,29.0,106.0,314/ 40 ha,"Mean start temp., 209°C (range 11-26°C). Rainfall in April was 30 cm, well above the 13 cm average. Thereafter, rainfall and temperatures were near normal."
331,BOTTOMLAND HARDWOOD FOREST H,111995.0,1995.0,1995.0,1,15.8,8,," (5 sunrise); 19, 26 Apr; 12, 15, 29 May; 2, 8, 21 Jun.",13.5,26.0,128.0,379/40 ha,"Mean start temp., 201°C (range 10-25°C). Rainfall in April was 30 cm, well above the 13 cm average. Thereafter, rainfall and temperatures were near normal."
332,BO,121995.0,1995.0,1995.0,1,16.0,8,," (6 sunrise); 27 Apr; 3, 10, 15 May; 10, 12, 23 Jun; 10 Jul.",13.5,22.0,1145.0,339/ 40 ha,"Mean start temp., 20.4°C (range 12-27°C). Rainfall in April was 30 cm, well above the 13 cm average. Thereafter, rainfall and temperatures were near normal."
333,BO,131995.0,1995.0,1995.0,1,16.0,8,," (8 sunrise); 1, 8, 18, 20, 26, 30 May; 12, 21 Jun.",13.5,25.0,135.5,401/40 ha,"Mean start temp, 209°C (range 18-23°C). Rainfall in April was 30 cm, well above the 13 cm average. Thereafter, rainfall and temperatures were near normal."
6,MATURE DECIDUOUS FLOODPLAIN FOREST,141995.0,1995.0,1946.0,44,44.8,14,," (9 sunrise); 8, 9, 17, 20(2), 22, 23, 26 Apr; 3, 11, 20, 31 May; 1, 5Jun.",7.6,24.0,74.0,389/40 ha,"Mean start temp., 134°C (range 6-20°C). The March through May temperature was average; rainfall was slightly below average, but most of this fell in May. Prior to May, rainfall was significantly below average, and the Potomac River level was well below average."
239,OLD-GROWTH WOODS AND SWAMP FOREST,151995.0,1995.0,1989.0,7,25.3,8,," (3 sunrise, 2 sunset); 5, 18, 26, 27 May; 4, 10, 22, 29 June.",28.3,49.0,185.0,261/40 ha,"Mean start temp, 189°C (range 13-27°C). There was an unusual warm spell in February (21°C) followed by unusual cold, snow, and ice into April. The late spring had a short dry spell (three weeks with no rain), then June and July were among the hottest on record. Source: news reports, personal observations."
334,BOTTOMLANDS HARDWOOD FOREST,161995.0,1995.0,1993.0,3,39.3,8,," (8 sunrise); 3, 7, 10, 14, 18, 24, 27, 29 Jun.",12.2,33.0,138.5,454/40 ha,"Mean start temp, 156°C (range 12-20°C). Mean temperature for june (normal in parentheses): 23.0°C (20.2°C). Precipitation forjune (normal in parentheses): 6.8 cm (9.9 cm). Mississippi River level on each visit clay: 198.17 In, 198.19 In, 198.16 111, 198.18 In, 198.18 In, 198.20 m, 198.18 m, 198.21 III. The normal mean river level is 198.17 In above sea level. Sources: U.S. Weather Station, La Crosse, WI and U.S. Army Corps of Engineers, Mississippi River Dam 5A, Fountain City, WT."
335,MATURE BOTTOMLAND HARDWOOD FOREST,171995.0,1995.0,1995.0,1,14.3,10,," (8 sunrise, 2 sunset); 1] May; 7, 15, 17, 25, 28Jun; 1, 12, 13, 15Jul.",10.6,28.0,110.0,415/ 40 ha,"Mean start temp., 220°C (range 17-26°C). Rainfall occurred often in the months of June and early July. Several visits were cancelled due to heavy rain, and four out of ten visits were conducted with overcast skies and rain threatening."
336,COPPICED COTI,181995.0,1995.0,1995.0,1,16.0,9,," (8 sunrise); 16, 25 May; 1, 14, 16, 22, 30 Jun; 6, 21 Jul. Maximum number of observers/ visit, 3.",13.5,26.0,93.5,277/40 ha,"Mean start temp., 212°C (range l7-24°C). Rainfall in April was 30 cm, well above the 13 cm average. Thereafter, rainfall and temperatures were near normal."
337,COPPICED COTTONWOOD FOREST II,191995.0,1995.0,1995.0,1,8.0,8,," (8 sunrise); 9, 15, 26 Jun; 2, 8, 11, 20, 29 jul. Maximum number of observers/visit, 3.",13.7,19.0,57.5,168/40 ha,"Mean start temp, 225°C (range 18-25°C). Rainfall in April was 30 cm, well above the 13 cm average. Thereafter, rainfall and temperatures were near normal."
338,PLANTED CO,201995.0,1995.0,1995.0,1,11.0,8,," (6 sunrise); 9, 19, 23, 25 May; 30 Jun; 7, 21, 28 Jul. Maximum number of observers/Visit, 3.",13.5,23.0,550.0,163/40 ha,"Mean start temp., 216°C (range 17-26°C). Rainfall in April was 30 cm, well above the 13 cm average. Thereafter, rainfall and temperatures were near normal, but entire plot fiooded from Mississippi R. backwater 30 May-26 June."
339,PLANTED CO,211995.0,1995.0,1995.0,1,15.0,10,," (8 sunrise); 26, 31 May; 3, 17, 24, 28 Jun; 1, 5, 10, 15Ju1. Maximum number of observers/ visit, 3.",13.5,23.0,56.0,166/40 ha,"Mean start temp, 230°C (range 20-26°C). Rainfall in April was 30 cm, well above the 13 cm average. Thereafter, rainfall and temperatures were near normal."
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,221995.0,1995.0,1989.0,7,20.4,10,," (10 sunrise); 30 Apr; 2, 3, 10, 14, 19, 21, 22, 26, 29 May.",10.0,37.0,115.0,460/40 ha,"Mean start temp., 17.9°C (range 13-243C)."
148,FLOODPLAIN FOREST,231995.0,1995.0,1977.0,19,17.7,8,," (4 sunrise); 27 Apr; 4, 11, 16, 23 May; 1, 9, 14 Jun. Maximum number of observers/visit, 3.",12.6,29.0,83.0,263/40 ha,"All visits were done on mornings with seasonally normal temperatures, no rain, and very little or no wind."
100,MIXED DECIDUOUS FOREST,241995.0,1995.0,1976.0,20,17.9,8,," (5 sunrise); 27 Apr; 4, 11, 16, 23 May; 1, 9, 14 Jun. Maximum number of observers/visit, 3.",12.6,27.0,57.0,181/40 ha,"A11 visits were done on mornings with seasonally normal temperatures, no rain, and very little or no wind."
340,OAK-MAPLE SWAMP FOREST,251995.0,1995.0,1995.0,1,22.3,8,," (7 sunrise); 18, 26, 31 May; 9, 23, 27 jun; 7, 13 Jul. Maximum number of observers/visit, 4.",16.2,19.0,26.0,64/40 ha,"Mean start temp., 123°C (range 10-14°C). Weather conditions were generally good for all visits. There was precipitation during the sixth Visit, but it did not seem to hamper our research."
272,YOUNG WHITE ASH-RED MAPLE FOREST ON LAKE SHORE,261995.0,1995.0,1986.0,10,10.0,10,," (8 sunrise); 1, 2, 4, 5, 6, 7, 12, 13, 14, 15 Jun.",16.2,29.0,92.0,227/40 ha,"Mean start temp, 143°C (range 9-19°C). The mean start temp. was about 5°C lower than last year."
195,MATURE BROADLEAF FOREST,271995.0,1995.0,1991.0,5,26.0,10,," (10 sunrise); 27, 29 May; 3, 4, 16, 20, 25 Jun; 1, 2, 4Jul.",16.0,26.0,94.5,236/40 ha,"Mean start temp., 170°C (range 12-23°C)."
196,MIXED HARDWOOD SWAMP,281995.0,1995.0,1989.0,4,24.0,8,," (8 sunrise); 22, 31 May; 2, 4, 6, 15, 20, 25 Jun.",12.1,29.0,55.0,182/40 ha,"Mean start temp., 138°C (range 7-20°C). Temperatures were near normal and winds were light. Conditions were favorable during all visits."
102,RIPARIAN DECIDUOUS FOREST,291995.0,1995.0,1989.0,7,22.0,9,," (6 sunrise); 14, 23, 27 May; 6, 11, 23 jun; 5, 11, 18 Jul.",18.0,38.0,143.0,318/40 ha,"Mean start temp, 189°C (range 14-23°C). May was relatively wet and much cooler than normal (the temperature exceeded 250C only three times during the month). June was about average for the first half, then hot and wet after mid-month. July was near normal except for a very hot interval (12-17July); rainfall was low until 22 july, just after the end of the census period. Source: US. Weather Bureau, Toledo Express Airport."
341,RED MAPLE,301995.0,1995.0,1995.0,1,33.5,11,," (10 sunrise, 1 sunset); 31 May; 1, 4, 5, 7, 12, 14, 17, 21, 23, 27Jun.",11.5,19.0,44.5,155/40 ha,"Mean start temp., 178°C (range 14-23°C)."
303,WHITE OAK SAVANNAH,311995.0,1995.0,1993.0,3,21.3,11,," (5 sunset); 20 May; 17, 18june; 3, 4, 6, 8, 10, 12, 18, 19jul.",10.4,25.0,131.5,506/ 40 ha,"Mean start temp, 207°C (range 12-31°C). The mean precipitation total for the 3-month census period was 4.53 cm above the Muskoka regional norm, although June's total was only 53% of that month's norm. Temperatures were 1°C above the norm per month, with June's average temperature surpassing the norm by 25°C, making june an unusually hot and dry month. Source: Environment Canada."
305,MOUNTAINTOP SECOND-GROWTH MIXED DECIDUOUS,321995.0,1995.0,1994.0,2,21.8,10,," (9 sunrise); 22 May; 2, 4, 10, 14, 17, 21, 24, 28, 29 Jun.",10.0,11.0,25.0,100/40 ha,"Mean start temp, 123°C (range 2-18°C). No dew'ations from norms."
275,OAK-MAPLE-POPLAR HOLLOW,331995.0,1995.0,1993.0,3,33.7,18,," (13 sunrise, 5 sunset); 18, 29 Apr; 8, 9, 15, 19, 21, 25, 28 May; 1, 4, 8, 9, ll, 13, 14, 15, 16Jun.",10.9,18.0,50.5,185/40 ha,"Mean start temp, 138°C (range 6-22°C). There was drizzle or light rain during three visits. Normal May temperatures: mean 16.7°C, minimum 106°C, maximum 228°C. Source: National Climatic Data Center, Asheville, NC."
13,OAK-MAPLE RIDGE-TOP FOREST,341995.0,1995.0,1982.0,14,21.2,9,," (9 sunrise); 29 Apr; 22, 24, 27 May; 8, 11, 14, 17 Jun; 3ju1.",19.3,17.0,525.0,109/40 ha,"Mean start temp., 131°C (range 5-19°C)."
12,OAK-MAPLE SLOPE FOREST,351995.0,1995.0,1982.0,14,20.9,8,," (8 sunrise); 27 Apr; 20, 21 May; 1, 13, 17 Jun; 4, 13 Jul.",16.9,18.0,420.0,99/40 ha,"Mean start temp., 135°C (range lO-18°C)."
203,SUBURBAN DECIDUOUS WOODLOT,361995.0,1995.0,1991.0,5,27.0,8,," (8 sunrise); 19, 27 jun; 3, 5, 10, 12, 14, 19 jul. Maximum number of observers/Visit, 4.",10.0,21.0,103.0,412/40 ha,"Mean start temp., 209°C (range 18-22DC)."
204,MATURE MESIC OAK FOREST,371995.0,1995.0,1991.0,4,20.2,9,," (7 sunrise, 2 sunset); 3, 6, 10, 14, 24, 28 june; 1, 5, 8 july.",10.6,20.0,65.0,245/40 ha,"Mean start temp., 198°C (range l7-24°C). There was intermittent rain during two visits. June mean temperature was 19.2°C (ll-yr mean is 18.6°C);July mean temperature was 228°C (ll-yr mean is 21.7°C). june precipitation was 5.87 cm (ll-yr mean is 8.81 cm);]uly precipitation was 6.71 cm (ll-yr mean is 11.46 cm). Source: Mark DiFranco, station approx. 9.5 km N of plot."
309,RED OAK FOREST,381995.0,1995.0,1994.0,2,17.7,8,," (7 sunrise, 1 sunset); 28 May; 8, 15, 23, 24jun; 6, 12, 27 Jul.",10.6,22.0,58.0,219/40 11a,"Mean start temp., 18.1°C (range 10-24°C). May mean temperature (130°C) was slightly below normal (133°C), june mean temperature (189°C) was above normal (183°C), as was July mean temperature (229°C; normal 21.4°C). May precipitation (10.7 cm) was below normal (11.0 cm),]une precipitation (9.0 cm) was near normal (9.5 cm), butJuly precipitation (3.2 cm) was much below normal (8.3 cm). Source: University of Rhode Island Weather Station, Kingston, RI."
152,UPLAND OAK-RED MAPLE FOREST,391995.0,1995.0,1990.0,6,15.7,9,," (8 sunrise, 1 sunset); 2, 6, 17, 26 Jun; 8, 9(2), 11, 12 Jul.",10.1,22.0,80.0,317/40 ha,"Mean start temp., 189°C (range 13-24°C).]une mean temperature (189°C) was above normal (183°C), as wasJuly mean temperature (229°C; normal 21.4°C).June precipitation (9.0 cm) was near normal (9.5 cm), butjuly precipitation (3.2 cm) was Inuch below normal (8.3 cm). Source: University of Rhode Island Weather Station, Kingston, RI."
342,HARDWOOD BOTTOM,401995.0,1995.0,1995.0,1,19.6,10,," (8 sunrise, 2 sunset); 11, 15, 18, 20, 24, 27 May; 1, 8, 15, 16Jun.",11.4,17.0,102.0,358/40 ha,"Mean start temp., 205°C (range IFS-31°C). The total rainfall during the census period was 16.92 cm (4.83 cm above normal). The mean temperature for May was 22°C (1.1°C above normal); for June it was 24°C (1.1°C below normal). The second visit was cut short by a violent thunderstorm. Approximately 60% of the plot had standing water for a week after 8.9 cm of rain fell 2-4 June. Sources: National Weather Service, Augusta, GA and Silver Bluff Plantation Sanctuary rain gauge."
104,VIRGIN HARDWOOD SWAMP FOREST,411995.0,1995.0,1979.0,8,19.4,10,," (10 sunrise); 20, 26 Apr; 3, 10, 22, 24, 26, 31 May; 8, 12Jun.",8.9,20.0,125.0,562/40 ha,"Mean start temp, 161°C (range 7-22°C). Temperatures were normal. Rainfall for March-April was about 15 cm below normal. The swamp water level dropped 31.8 cm during the census period. Most of the plot was dry for most of the census period."
249,MATURE MAPLE-BEECH-BIRCH FOREST,421995.0,1995.0,1992.0,4,22.0,9,," (6 sunrise, 3 sunset); 17, 21, 22 May; 1, 9, 16, 23, 24 Jun; 8jul. Maximum number of observers/visit, 4.",10.2,17.0,74.0,290/40 ha,"Mean start temp, 139°C (range 11-19°C). The 1June visit was conducted between two evening thunderstorms."
153,MESOPHYTIC FOREST I,431995.0,1995.0,1987.0,9,10.1,10,," (8 sunrise, 2 sunset); 28, 29, 30, 31 May; 1, 2, 3, 4, 5, 12Jun.",6.1,18.0,48.5,318/40 ha,"Mean start temp., 132°C (range 9-1 7°C), The temperature was l.7°C below the 6-yr mean during the census period. Precipitation was about average."
16,MESOPHYTIC FOREST II,441995.0,1995.0,1983.0,10,8.9,,,,6.1,13.0,40.0,262/40 ha,"Mean start temp., 133°C (range 9-16°C). The temperature was 1.6°C below the 6-yr mean duIing the census period. Precipitation was about average."
252,PONDEROSA PINE FOREST,451995.0,1995.0,1954.0,29,18.8,11,," (10 sunrise); 31 Mar; 10, 24 Apr; 2, 8, 18, 27, 31 May; 3, 17, 30 Jun.",8.1,16.0,33.5,165/40 ha,"Mean start temp., 98°C (range 2-20°C). There was 30% snow cover during the third visit, and it rained during two other visits. This was one of the wettest, coolest springs and early summers on record. Source: Boulder Daily Camera."
